,ID,1_num,1_score,1_mark,2_num,2_score,2_mark,3_num,3_score,3_mark,imp,group1,group2,group3,group4,imp_check
467,so19177690,74.0,0.6578125912345939,1.0,223.0,0.7497030861741575,1.0,20.0,0.7527342171571637,1.0,0,6,4,0,0,1
468,sm18473280,166.0,0.6314078324574549,1.0,264.0,0.635767274318096,1.0,77.0,0.660255410304482,1.0,2,3,3,4,0,1
469,sm27782950,234.0,1.045230753932559,1.0,34.0,1.0481923435291636,0.0,122.0,1.0901278996924315,0.0,0,8,0,2,0,1
470,sm35829317,398.0,0.8518480969164675,1.0,327.0,0.9677708912123398,1.0,407.0,0.9796071227604308,1.0,1,2,8,0,0,1
471,sm2193140,325.0,1.0458311750946283,1.0,399.0,1.0577015313313172,0.0,182.0,1.068930404223972,0.0,0,0,0,0,0,0
472,sm5848560,53.0,0.9351876315439748,1.0,252.0,0.9623846865102422,0.0,134.0,0.9694132308907136,0.0,1,2,6,2,0,1
473,sm6290451,343.0,0.8759029233624356,1.0,264.0,0.8797067730360946,1.0,79.0,0.933586870515568,1.0,2,3,2,5,0,1
474,sm29681980,218.0,0.8796148354948856,1.0,458.0,0.8937183398046181,1.0,435.0,0.9110518058083024,1.0,2,0,2,8,0,1
475,sm8839280,473.0,0.995896194094587,1.0,374.0,0.9992629637108564,1.0,144.0,1.0007044143814845,1.0,2,4,0,5,1,1
476,sm30786580,361.0,0.8587084236630836,1.0,251.0,0.8942841186791298,1.0,231.0,0.9694869677531994,1.0,1,4,6,0,0,1
477,sm3338980,131.0,0.9624798580016668,1.0,481.0,1.044045497565903,0.0,341.0,1.0570323978636602,1.0,2,2,2,6,0,1
478,sm11045496,166.0,0.4308609725730368,1.0,198.0,0.5735998134820821,1.0,468.0,0.7338460312969793,1.0,2,2,1,7,0,1
479,sm24102047,391.0,0.7672924898922961,1.0,337.0,0.7788416700175759,1.0,322.0,0.8761619632163571,1.0,2,3,0,7,0,1
480,sm29324276,382.0,0.938179996993189,1.0,261.0,0.9395378389555246,1.0,196.0,0.9742261967264682,1.0,0,5,1,2,2,1
481,sm7415020,2.0,0.803534167088197,1.0,252.0,0.8675822798402156,1.0,94.0,0.910181301937589,1.0,3,0,1,3,6,1
482,sm17378290,199.0,0.801700601673091,1.0,318.0,0.8604223791686012,1.0,228.0,0.9282496811695332,1.0,0,6,0,4,0,1
483,sm27620680,11.0,0.9635430336736328,1.0,90.0,1.00480997832972,0.0,1.0,1.0185635778729245,1.0,1,3,5,2,0,1
484,sm22099720,331.0,0.9256862326420148,1.0,161.0,0.9501735449645016,0.0,300.0,0.9662206541813798,1.0,1,2,5,3,0,1
485,sm25468118,82.0,0.6231083488709674,1.0,295.0,0.7012135152182969,1.0,441.0,0.727311585967602,1.0,2,0,3,6,1,1
486,sm21213049,443.0,0.8914590619064159,1.0,76.0,0.9426336248778612,1.0,246.0,0.9502733669455172,0.0,0,6,0,4,0,1
487,sm2286030,499.0,0.5846941822746858,1.0,30.0,0.6147004715388538,1.0,417.0,0.8882601494772167,1.0,2,2,2,4,2,1
488,sm736760,68.0,0.8477914404443865,1.0,364.0,0.9102500240229512,1.0,416.0,0.9775511625260862,0.0,0,6,2,2,0,1
489,sm27815010,447.0,0.6920579789212121,1.0,169.0,0.7068777796441282,1.0,64.0,0.7650167390468261,1.0,0,7,2,0,1,1
490,sm24460038,148.0,0.8773518443040939,1.0,305.0,0.881287639400763,1.0,62.0,0.9082171879457568,1.0,0,6,2,0,2,1
491,sm11998050,412.0,0.8497910127128523,1.0,402.0,0.969831998508646,0.0,330.0,0.9806216965390846,0.0,1,3,5,1,1,1
492,sm11487190,294.0,0.9143207574244744,1.0,343.0,1.0425724177078766,0.0,449.0,1.0478304178822004,0.0,2,2,0,6,2,1
493,sm20593300,352.0,0.9817670188494138,1.0,443.0,1.035449369260845,1.0,486.0,1.0551653416255424,1.0,2,4,0,6,0,1
494,sm16400790,388.0,0.827682433450316,1.0,459.0,0.8278147962351384,1.0,117.0,0.9742024706055924,1.0,0,4,2,4,0,1
495,sm5408420,19.0,0.7651112473777254,1.0,244.0,0.848523425695038,1.0,354.0,0.8859883267943939,1.0,3,3,0,2,5,1
496,sm10116060,107.0,0.9711966114036348,0.0,28.0,1.019698314241468,1.0,127.0,1.033244202683208,0.0,0,0,0,0,0,0
497,sm20715461,76.0,0.9009932158319496,1.0,352.0,0.9962756127794848,1.0,486.0,1.0216787467038178,1.0,2,2,0,5,3,1
498,sm3120540,392.0,0.8192271211649302,1.0,19.0,0.8764875665506698,1.0,354.0,0.8936057809798168,1.0,2,1,3,5,1,1
499,sm8491290,30.0,0.5476927337256218,1.0,487.0,0.5846941822746858,1.0,417.0,0.7216167874982018,1.0,2,1,3,5,1,1
